Sentence #	Word	Pos	Tag
Sentence 9	exitosa	ADJ	O
Sentence 9	,	CM	O
Sentence 9	que	CQUE	O
Sentence 9	fui	VLfin	O
Sentence 9	favorecida	VLadj	O
Sentence 9	con	PREP	O
Sentence 9	el	ART	O
Sentence 9	voto	NC	O
Sentence 9	de	PREP	O
Sentence 9	los	ART	O
Sentence 9	ciudadanos	NC	O
Sentence 9	,	CM	O
Sentence 9	que	CQUE	O
Sentence 9	la	ART	O
Sentence 9	ventaja	NC	O
Sentence 9	que	CQUE	O
Sentence 9	hay	VHfin	O
Sentence 9	entre	PREP	O
Sentence 9	el	ART	O
Sentence 9	primero	ORD	O
Sentence 9	y	CC	O
Sentence 9	segundo	ORD	O
Sentence 9	lugar	NC	O
Sentence 9	es	VSfin	O
Sentence 9	muy	ADV	O
Sentence 9	amplia	ADJ	O
Sentence 9	y	CC	O
Sentence 9	que	CQUE	O
Sentence 9	las	ART	O
Sentence 9	cosas	NC	O
Sentence 9	transitarán	NC	O
Sentence 9	por	PREP	O
Sentence 9	la	ART	O
Sentence 9	vía	ADJ	O
Sentence 9	que	CQUE	O
Sentence 9	tengan	VLfin	O
Sentence 9	que	CQUE	O
Sentence 9	transitar	VLinf	O
Sentence 9	y	CC	O
Sentence 9	se	SE	O
Sentence 9	ratificará	VLfin	O
Sentence 9	el	ART	O
Sentence 9	triunfo	NC	O
Sentence 9	”	NC	O
Sentence 9	,	CM	O
Sentence 9	manifestó	NC	O
Sentence 9	.	FS	O

Sentence 10	Ese	DM	O
Sentence 10	día	ADJ	O
Sentence 10	a	PREP	O
Sentence 10	las	ART	O
Sentence 10	10:15	CARD	B-TIM
Sentence 10	de	COLON	I-TIM
Sentence 10	la	CARD	I-TIM
Sentence 10	noche	PREP	E-TIM
Sentence 10	concluyó	ART	O
Sentence 10	el	NC	O
Sentence 10	proceso	VLfin	O
Sentence 10	,	ART	O
Sentence 10	logrando	NC	O
Sentence 10	validar	CM	O
Sentence 10	los	VLger	O
Sentence 10	votos	VLinf	O
Sentence 10	de	ART	O
Sentence 10	las	NC	O
Sentence 10	380	PREP	O
Sentence 10	casillas	ART	O
Sentence 10	que	CARD	O
Sentence 10	faltaban	NC	O
Sentence 10	.	CQUE	O

Sentence 11	Son	VSfin	O
Sentence 11	la	ART	O
Sentence 11	nueva	ADJ	O
Sentence 11	clase	NC	O
Sentence 11	política	ADJ	O
Sentence 11	dirigente	NC	O
Sentence 11	en	PREP	O
Sentence 11	el	ART	O
Sentence 11	sur	PE	O
Sentence 11	de	PREP	O
Sentence 11	Sonora	NC	S-GPE
Sentence 11	y	CC	O
Sentence 11	en	PREP	O
Sentence 11	casi	ADV	O
Sentence 11	todo	QU	O
Sentence 11	el	ART	O
Sentence 11	Estado	NC	O
Sentence 11	,	CM	O
Sentence 11	son	VSfin	O
Sentence 11	los	ART	O
Sentence 11	representantes	NC	O
Sentence 11	del	PDEL	O
Sentence 11	presidente	NC	B-TIT
Sentence 11	electo	ADJ	E-TIT
Sentence 11	Andrés	NP	B-PER
Sentence 11	Manuel	NP	I-PER
Sentence 11	López	NP	I-PER
Sentence 11	Obrador	NP	E-PER
Sentence 11	,	CM	O
Sentence 11	y	CC	O
Sentence 11	con	PREP	O
Sentence 11	esa	DM	O
Sentence 11	investidura	NC	O
Sentence 11	reiteraron	VLfin	O
Sentence 11	categóricamente	ADV	O
Sentence 11	la	ART	O
Sentence 11	decisión	NC	O
Sentence 11	de	PREP	O
Sentence 11	instalar	VLinf	O
Sentence 11	en	PREP	O
Sentence 11	esta	DM	O
Sentence 11	ciudad	NC	O
Sentence 11	la	ART	O
Sentence 11	sede	NC	O
Sentence 11	de	PREP	O
Sentence 11	la	ART	O
Sentence 11	Secretaría	NP	B-ORG
Sentence 11	de	PREP	I-ORG
Sentence 11	Agricultura	NC	E-ORG
Sentence 11	(	LP	O
Sentence 11	SA	ACRNM	S-ORG
Sentence 11	)	RP	O
Sentence 11	.	FS	O

Sentence 12	¿Qué	NC	O
Sentence 12	es	NP	O
Sentence 12	lo	VSfin	O
Sentence 12	que	ART	O
Sentence 12	pueden	CQUE	O
Sentence 12	hacer	VMfin	O
Sentence 12	estos	VLinf	O
Sentence 12	interventores	DM	O
Sentence 12	?	NC	O

Sentence 13	”	NC	O

Sentence 14	Ya	ADV	O
Sentence 14	ni	NEG	O
Sentence 14	oficio	NC	O
Sentence 14	mandaron	VLfin	O
Sentence 14	a	PREP	O
Sentence 14	las	ART	O
Sentence 14	autoridades	NC	O
Sentence 14	municipales	ADJ	O
Sentence 14	,	CM	O
Sentence 14	pues	CSUBF	O
Sentence 14	nunca	ADV	O
Sentence 14	les	PPC	O
Sentence 14	hacen	VLfin	O
Sentence 14	caso	NC	O
Sentence 14	El	ART	O
Sentence 14	conflicto	NC	O
Sentence 14	se	SE	O
Sentence 14	dio	VLfin	O
Sentence 14	entre	PREP	O
Sentence 14	ambulantes	ADJ	O
Sentence 14	y	CC	O
Sentence 14	personas	NC	O
Sentence 14	de	PREP	O
Sentence 14	los	ART	O
Sentence 14	juegos	NC	O
Sentence 14	mecánicos	ADJ	O
Sentence 14	.	FS	O

Sentence 15	TLCAN	VLfin	S-DOC
Sentence 15	,	CM	O
Sentence 15	políticas	NC	O
Sentence 15	de	PREP	O
Sentence 15	migración	NC	O
Sentence 15	y	CC	O
Sentence 15	seguridad	NC	O
Sentence 15	entre	PREP	O
Sentence 15	México	NC	S-GPE
Sentence 15	y	CC	O
Sentence 15	Estados	NC	B-GPE
Sentence 15	Unidos	NP	E-GPE
Sentence 15	son	VSfin	O
Sentence 15	los	ART	O
Sentence 15	temas	NC	O
Sentence 15	que	CQUE	O
Sentence 15	abordarán	VLfin	O
Sentence 15	en	PREP	O
Sentence 15	dicho	QU	O
Sentence 15	encuentro	NC	O
Sentence 15	.	FS	O

Sentence 16	‘	NC	O
Sentence 16	¡Cuidado	NC	O
Sentence 16	!	FS	O

Sentence 17	Puedes	VLfin	O
Sentence 17	leer	VLinf	O
Sentence 17	:	COLON	O
Sentence 17	Durante	PREP	O
Sentence 17	la	ART	O
Sentence 17	visita	VLfin	O
Sentence 17	,	CM	O
Sentence 17	los	ART	O
Sentence 17	secretarios	NC	O
Sentence 17	estadounidenses	ADJ	S-DEM
Sentence 17	tratarán	NC	O
Sentence 17	con	PREP	O
Sentence 17	miembros	NC	O
Sentence 17	del	PDEL	O
Sentence 17	próximo	NC	O
Sentence 17	gobierno	VLfin	O
Sentence 17	mexicano	ADJ	S-DEM
Sentence 17	temas	NC	O
Sentence 17	de	PREP	O
Sentence 17	seguridad	NC	O
Sentence 17	,	CM	O
Sentence 17	migración	NC	O
Sentence 17	,	CM	O
Sentence 17	comercio	NC	O
Sentence 17	y	CC	O
Sentence 17	cooperación	NC	O
Sentence 17	para	PREP	O
Sentence 17	el	ART	O
Sentence 17	desarrollo	NC	O
Sentence 17	.	FS	O

Sentence 18	(	LP	O
Sentence 18	Dijo	VLfin	O
Sentence 18	)	RP	O
Sentence 18	que	CQUE	O
Sentence 18	lo	PPC	O
Sentence 18	está	VLfin	O
Sentence 18	reflexionando	VLger	O
Sentence 18	,	CM	O
Sentence 18	que	CQUE	O
Sentence 18	se	SE	O
Sentence 18	siente	VLfin	O
Sentence 18	muy	ADV	O
Sentence 18	contento	ADJ	O
Sentence 18	de	PREP	O
Sentence 18	este	DM	O
Sentence 18	apoyo	NC	O
Sentence 18	y	CC	O
Sentence 18	de	PREP	O
Sentence 18	esta	DM	O
Sentence 18	solidaridad	NC	O
Sentence 18	,	CM	O
Sentence 18	pero	CCAD	O
Sentence 18	que	CQUE	O
Sentence 18	tendrá	VLfin	O
Sentence 18	que	CQUE	O
Sentence 18	hacer	VLinf	O
Sentence 18	sus	PPO	O
Sentence 18	propias	ADJ	O
Sentence 18	reflexiones	NC	O
Sentence 18	y	CC	O
Sentence 18	escuchar	VLinf	O
Sentence 18	otras	QU	O
Sentence 18	voces	NC	O
Sentence 18	.	FS	O

Sentence 19	Integran	VLfin	O
Sentence 19	este	DM	O
Sentence 19	equipo	NC	O
Sentence 19	el	ART	O
Sentence 19	Secretario	NP	B-TIT
Sentence 19	de	PREP	I-TIT
Sentence 19	Estado	NC	E-TIT
Sentence 19	,	CM	O
Sentence 19	Michael	NP	B-PER
Sentence 19	Pompeo	NP	E-PER
Sentence 19	;	SEMICOLON	O
Sentence 19	del	PDEL	O
Sentence 19	secretario	NC	B-TIT
Sentence 19	del	PDEL	I-TIT
Sentence 19	Tesoro	NP	E-TIT
Sentence 19	,	CM	O
Sentence 19	Steven	NP	B-PER
Sentence 19	Mnuchin	NP	E-PER
Sentence 19	y	CC	O
Sentence 19	la	ART	O
Sentence 19	secretaria	NC	B-TIT
Sentence 19	de	PREP	I-TIT
Sentence 19	Seguridad	NC	I-TIT
Sentence 19	Nacional	NP	E-TIT
Sentence 19	,	CM	O
Sentence 19	Kirstjen	NP	B-PER
Sentence 19	Nielsen	NP	E-PER
Sentence 19	.	FS	O

Sentence 20	“	NC	O
Sentence 20	Tenemos	VLfin	O
Sentence 20	las	ART	O
Sentence 20	cuentas	NC	O
Sentence 20	públicas	ADJ	O
Sentence 20	y	CC	O
Sentence 20	algunos	QU	O
Sentence 20	temas	NC	O
Sentence 20	que	CQUE	O
Sentence 20	están	ADV	O
Sentence 20	pendientes	VLadj	O
Sentence 20	,	CM	O
Sentence 20	y	CC	O
Sentence 20	la	ART	O
Sentence 20	finalidad	NC	O
Sentence 20	es	VSfin	O
Sentence 20	no	NEG	O
Sentence 20	dejar	VLinf	O
Sentence 20	muchos	QU	O
Sentence 20	temas	NC	O
Sentence 20	ahí	VLfin	O
Sentence 20	para	PREP	O
Sentence 20	la	ART	O
Sentence 20	próxima	ADJ	O
Sentence 20	legislatura	NC	O
Sentence 20	,	CM	O
Sentence 20	vamos	VLfin	O
Sentence 20	a	PREP	O
Sentence 20	retomar	VLinf	O
Sentence 20	todo	QU	O
Sentence 20	,	CM	O
Sentence 20	insisto	VLfin	O
Sentence 20	que	CQUE	O
Sentence 20	la	ART	O
Sentence 20	tarea	NC	O
Sentence 20	que	CQUE	O
Sentence 20	tenemos	VLfin	O
Sentence 20	que	CQUE	O
Sentence 20	hacer	VLinf	O
Sentence 20	es	VSfin	O
Sentence 20	no	NEG	O
Sentence 20	dejar	VLinf	O
Sentence 20	mucho	ADV	O
Sentence 20	pendientes	VLadj	O
Sentence 20	a	PREP	O
Sentence 20	la	ART	O
Sentence 20	próxima	ADJ	O
Sentence 20	legislatura	NC	O
Sentence 20	.	FS	O

Sentence 21	A	PREP	O
Sentence 21	las	ART	O
Sentence 21	13:06	CARD	B-TIM
Sentence 21	horas	COLON	E-TIM
Sentence 21	se	CARD	O
Sentence 21	abrieron	NC	O
Sentence 21	las	SE	O
Sentence 21	puertas	VLfin	O
Sentence 21	del	ART	O
Sentence 21	estacionamiento	NC	O
Sentence 21	de	PDEL	O
Sentence 21	la	NC	O
Sentence 21	Embajada	PREP	B-FAC
Sentence 21	de	ART	I-FAC
Sentence 21	Estados	NC	I-FAC
Sentence 21	Unidos	PREP	I-FAC
Sentence 21	en	NC	I-FAC
Sentence 21	México	NP	E-FAC
Sentence 21	al	PREP	O
Sentence 21	concluir	NC	O
Sentence 21	la	CSUBI	O
Sentence 21	reunión	VLinf	O
Sentence 21	que	ART	O
Sentence 21	el	NC	O
Sentence 21	secretario	CQUE	B-TIT
Sentence 21	de	ART	I-TIT
Sentence 21	Estado	NC	E-TIT
Sentence 21	,	PREP	O
Sentence 21	Michael	NC	B-PER
Sentence 21	Pompeo	CM	E-PER
Sentence 21	,	NP	O
Sentence 21	sostuvo	NP	O
Sentence 21	con	CM	O
Sentence 21	personal	VLfin	O
Sentence 21	diplomático	PREP	O
Sentence 21	y	NC	O
Sentence 21	sus	ADJ	O
Sentence 21	familias	CC	O
Sentence 21	en	PPO	O
Sentence 21	la	NC	O
Sentence 21	Ciudad	PREP	B-GPE
Sentence 21	de	ART	I-GPE
Sentence 21	México	NC	E-GPE
Sentence 21	.	PREP	O

Sentence 22	Donald	NP	B-PER
Sentence 22	Trump	NC	E-PER
Sentence 22	Tras	PREP	O
Sentence 22	esto	DM	O
Sentence 22	,	CM	O
Sentence 22	López	NC	B-PER
Sentence 22	Obrador	ADJ	E-PER
Sentence 22	manifestó	VLfin	O
Sentence 22	que	CQUE	O
Sentence 22	tenderá	VLfin	O
Sentence 22	la	ART	O
Sentence 22	mano	NC	O
Sentence 22	al	PAL	O
Sentence 22	Gobierno	NC	S-ORG
Sentence 22	del	PDEL	O
Sentence 22	país	NC	O
Sentence 22	vecino	ADJ	O
Sentence 22	,	CM	O
Sentence 22	con	PREP	O
Sentence 22	el	ART	O
Sentence 22	que	CQUE	O
Sentence 22	México	NP	S-GPE
Sentence 22	atraviesa	VLfin	O
Sentence 22	unos	ART	O
Sentence 22	tensos	ADJ	O
Sentence 22	momentos	NC	O
Sentence 22	por	PREP	O
Sentence 22	la	ART	O
Sentence 22	renegociación	NC	O
Sentence 22	del	PDEL	O
Sentence 22	Tratado	NC	B-DOC
Sentence 22	de	PREP	I-DOC
Sentence 22	Libre	NC	I-DOC
Sentence 22	Comercio	NC	I-DOC
Sentence 22	de	PREP	I-DOC
Sentence 22	América	NC	I-DOC
Sentence 22	del	PDEL	I-DOC
Sentence 22	Norte	NC	E-DOC
Sentence 22	(	LP	O
Sentence 22	TLCAN	NP	S-DOC
Sentence 22	)	RP	O
Sentence 22	y	CC	O
Sentence 22	por	PREP	O
Sentence 22	las	ART	O
Sentence 22	diferencias	NC	O
Sentence 22	en	PREP	O
Sentence 22	los	ART	O
Sentence 22	asuntos	NC	O
Sentence 22	migratorios	ADJ	O
Sentence 22	.	FS	O

Sentence 23	‘	NC	O
Sentence 23	En	PREP	O
Sentence 23	esta	DM	O
Sentence 23	administración	NC	O
Sentence 23	tuvimos	VLfin	O
Sentence 23	claro	ADJ	O
Sentence 23	que	CQUE	O
Sentence 23	el	ART	O
Sentence 23	desarrollo	NC	O
Sentence 23	de	PREP	O
Sentence 23	México	NC	S-GPE
Sentence 23	no	NEG	O
Sentence 23	parte	VLfin	O
Sentence 23	de	PREP	O
Sentence 23	cero	CARD	O
Sentence 23	cada	QU	O
Sentence 23	seis	CARD	B-AGE
Sentence 23	años	VLadj	E-AGE
Sentence 23	,	CM	O
Sentence 23	pero	CCAD	O
Sentence 23	supimos	VLfin	O
Sentence 23	que	CQUE	O
Sentence 23	era	VSfin	O
Sentence 23	necesario	ADJ	O
Sentence 23	llevar	VLinf	O
Sentence 23	a	PREP	O
Sentence 23	cabo	NC	O
Sentence 23	ajustes	NC	O
Sentence 23	que	CQUE	O
Sentence 23	habían	VLfin	O
Sentence 23	sido	VSadj	O
Sentence 23	pospuestos	VLadj	O
Sentence 23	durante	PREP	O
Sentence 23	décadas	ADJ	S-TIM
Sentence 23	’	NC	O
Sentence 23	.	FS	O

Sentence 24	La	ART	O
Sentence 24	delegación	NC	O
Sentence 24	estadounidense	ADJ	S-DEM
Sentence 24	integrada	VLadj	O
Sentence 24	también	ADV	O
Sentence 24	por	PREP	O
Sentence 24	los	ART	O
Sentence 24	secretarios	NC	O
Sentence 24	del	PDEL	O
Sentence 24	Tesoro	NP	O
Sentence 24	,	CM	O
Sentence 24	Steven	NP	B-PER
Sentence 24	Mnuchin	NP	E-PER
Sentence 24	,	CM	O
Sentence 24	y	CC	O
Sentence 24	de	PREP	O
Sentence 24	Seguridad	NC	O
Sentence 24	,	CM	O
Sentence 24	Kirstjen	NP	B-PER
Sentence 24	Nielsen	NP	E-PER
Sentence 24	,	CM	O
Sentence 24	así	VLfin	O
Sentence 24	como	CSUBX	O
Sentence 24	el	ART	O
Sentence 24	asesor	NC	O
Sentence 24	senior	ADJ	O
Sentence 24	de	PREP	O
Sentence 24	la	ART	O
Sentence 24	Casa	NC	B-ORG
Sentence 24	Blanca	ADJ	E-ORG
Sentence 24	,	CM	O
Sentence 24	Jared	NP	B-PER
Sentence 24	Kushner	NP	E-PER
Sentence 24	,	CM	O
Sentence 24	se	SE	O
Sentence 24	reunió	VLfin	O
Sentence 24	en	PREP	O
Sentence 24	la	ART	O
Sentence 24	sede	NC	O
Sentence 24	de	PREP	O
Sentence 24	la	ART	O
Sentence 24	cancillería	NP	O
Sentence 24	donde	ADV	O
Sentence 24	dialogó	VLfin	O
Sentence 24	con	PREP	O
Sentence 24	Videgaray	NP	S-PER
Sentence 24	,	CM	O
Sentence 24	y	CC	O
Sentence 24	luego	ADV	O
Sentence 24	viajó	NC	O
Sentence 24	a	PREP	O
Sentence 24	la	ART	O
Sentence 24	terminal	NC	O
Sentence 24	aérea	ADJ	O
Sentence 24	para	PREP	O
Sentence 24	así	NC	O
Sentence 24	concluir	VLinf	O
Sentence 24	su	PPO	O
Sentence 24	visita	VLfin	O
Sentence 24	a	PREP	O
Sentence 24	México	NC	S-GPE
Sentence 24	.	FS	O

Sentence 25	También	NP	O
Sentence 25	puedes	VLfin	O
Sentence 25	leer	VLinf	O
Sentence 25	:	COLON	O
Sentence 25	El	ART	O
Sentence 25	destino	NC	O
Sentence 25	quiso	VLfin	O
Sentence 25	que	CQUE	O
Sentence 25	el	ART	O
Sentence 25	encuentro	NC	O
Sentence 25	con	PREP	O
Sentence 25	los	ART	O
Sentence 25	representantes	NC	O
Sentence 25	del	PDEL	O
Sentence 25	presidente	NC	S-TIT
Sentence 25	Donald	NP	B-PER
Sentence 25	Trump	NC	E-PER
Sentence 25	tuviera	VLfin	O
Sentence 25	lugar	NC	O
Sentence 25	en	PREP	O
Sentence 25	un	ART	O
Sentence 25	tramo	NC	O
Sentence 25	de	PREP	O
Sentence 25	la	ART	O
Sentence 25	calle	NC	B-ADD
Sentence 25	Chihuahua	NP	E-ADD
Sentence 25	,	CM	O
Sentence 25	nombre	NC	O
Sentence 25	de	PREP	O
Sentence 25	un	ART	O
Sentence 25	estado	NC	O
Sentence 25	mexicano	ADJ	S-DEM
Sentence 25	fronterizo	ADJ	O
Sentence 25	con	PREP	O
Sentence 25	Estados	NC	B-GPE
Sentence 25	Unidos	NP	E-GPE
Sentence 25	,	CM	O
Sentence 25	que	CQUE	O
Sentence 25	desde	PREP	O
Sentence 25	primera	ORD	B-TIM
Sentence 25	hora	NC	I-TIM
Sentence 25	de	PREP	I-TIM
Sentence 25	la	ART	I-TIM
Sentence 25	mañana	NC	E-TIM
Sentence 25	estuvo	VEfin	O
Sentence 25	acordonada	VLadj	O
Sentence 25	por	PREP	O
Sentence 25	vallas	NC	O
Sentence 25	y	CC	O
Sentence 25	custodiada	VLadj	O
Sentence 25	por	PREP	O
Sentence 25	policías	NC	O
Sentence 25	de	PREP	O
Sentence 25	Ciudad	NC	B-GPE
Sentence 25	de	PREP	I-GPE
Sentence 25	México	NC	E-GPE
Sentence 25	.	FS	O

Sentence 26	Agregó	VLfin	O
Sentence 26	que	CQUE	O
Sentence 26	durante	PREP	O
Sentence 26	la	ART	O
Sentence 26	actual	ADJ	O
Sentence 26	administración	NC	O
Sentence 26	estatal	ADJ	O
Sentence 26	se	SE	O
Sentence 26	han	VHfin	O
Sentence 26	emitido	VLadj	O
Sentence 26	más	NC	O
Sentence 26	de	PREP	O
Sentence 26	6	CARD	O
Sentence 26	mil	CARD	O
Sentence 26	sentencias	NC	O
Sentence 26	de	PREP	O
Sentence 26	usucapión	NC	O
Sentence 26	,	CM	O
Sentence 26	y	CC	O
Sentence 26	con	PREP	O
Sentence 26	la	ART	O
Sentence 26	reforma	NC	O
Sentence 26	aprobada	VLadj	O
Sentence 26	se	SE	O
Sentence 26	incrementará	VLfin	O
Sentence 26	el	ART	O
Sentence 26	número	NC	O
Sentence 26	de	PREP	O
Sentence 26	éstas	NC	O
Sentence 26	.	FS	O

Sentence 27	En	PREP	O
Sentence 27	el	ART	O
Sentence 27	Senado	NC	B-ORG
Sentence 27	de	PREP	I-ORG
Sentence 27	la	ART	I-ORG
Sentence 27	República	NC	E-ORG
Sentence 27	,	CM	O
Sentence 27	el	ART	O
Sentence 27	legislador	NC	O
Sentence 27	consideró	VLfin	O
Sentence 27	que	CQUE	O
