Sentence #	Word	Pos	Tag
Sentence: 1	juventud	NC	O
Sentence: 1	y	CC	O
Sentence: 1	que	CQUE	O
Sentence: 1	ahora	ADV	O
Sentence: 1	,	CM	O
Sentence: 1	a	PREP	O
Sentence: 1	los	ART	O
Sentence: 1	39	CARD	B-AGE
Sentence: 1	años	NC	E-AGE
Sentence: 1	,	CM	O
Sentence: 1	será	VLfin	O
Sentence: 1	diputado	VLadj	S-TIT
Sentence: 1	en	PREP	O
Sentence: 1	el	ART	O
Sentence: 1	Congreso	NC	B-ORG
Sentence: 1	del	PDEL	I-ORG
Sentence: 1	estado	NC	I-ORG
Sentence: 1	de	PREP	I-ORG
Sentence: 1	San	NP	I-ORG
Sentence: 1	Luis	NP	I-ORG
Sentence: 1	Potosí	NP	E-ORG
Sentence: 1	,	CM	O
Sentence: 1	centro	NC	O
Sentence: 1	de	PREP	O
Sentence: 1	México	NC	S-GPE
Sentence: 1	.	FS	O

Sentence: 2	Foto	NC	O
Sentence: 2	:	COLON	O
Sentence: 2	Daniel	NP	B-PER
Sentence: 2	Esquivel	NP	E-PER
Sentence: 2	El	ART	B-PER
Sentence: 2	Mijis	NP	E-PER
Sentence: 2	,	CM	O
Sentence: 2	una	ART	O
Sentence: 2	variante	NC	O
Sentence: 2	de	PREP	O
Sentence: 2	la	ART	O
Sentence: 2	contracción	NC	O
Sentence: 2	mijo	NC	O
Sentence: 2	(	LP	O
Sentence: 2	mi	PPO	O
Sentence: 2	hijo	NC	O
Sentence: 2	)	RP	O
Sentence: 2	,	CM	O
Sentence: 2	expresión	ADV	O
Sentence: 2	con	PREP	O
Sentence: 2	la	ART	O
Sentence: 2	que	CQUE	O
Sentence: 2	se	SE	O
Sentence: 2	saludan	VLfin	O
Sentence: 2	miles	NC	O
Sentence: 2	jóvenes	NC	O
Sentence: 2	mexicanos	ADJ	S-DEM
Sentence: 2	¿Qué	NC	O
Sentence: 2	pasó	NP	O
Sentence: 2	,	VLfin	O
Sentence: 2	mijo	CM	O
Sentence: 2	?	NC	O

Sentence: 3	,	CM	O
Sentence: 3	vivió	VLfin	O
Sentence: 3	un	ART	O
Sentence: 3	sinfín	NC	O
Sentence: 3	de	PREP	O
Sentence: 3	carencias	NC	O
Sentence: 3	desde	PREP	O
Sentence: 3	niño	NC	O
Sentence: 3	que	CQUE	O
Sentence: 3	lo	PPC	O
Sentence: 3	llevaron	VLfin	O
Sentence: 3	a	PREP	O
Sentence: 3	pertenecer	VLinf	O
Sentence: 3	a	PREP	O
Sentence: 3	pandillas	NC	O
Sentence: 3	y	CC	O
Sentence: 3	vivir	VLinf	O
Sentence: 3	una	ART	O
Sentence: 3	juventud	NC	O
Sentence: 3	agitada	VLadj	O
Sentence: 3	.	FS	O

Sentence: 4	Fue	VLfin	O
Sentence: 4	durante	PREP	O
Sentence: 4	esa	DM	O
Sentence: 4	etapa	NC	O
Sentence: 4	cuando	CSUBX	O
Sentence: 4	estuvo	VEfin	O
Sentence: 4	a	PREP	O
Sentence: 4	punto	NC	O
Sentence: 4	de	PREP	O
Sentence: 4	morir	VLinf	O
Sentence: 4	,	CM	O
Sentence: 4	tanto	ADV	O
Sentence: 4	por	PREP	O
Sentence: 4	peleas	NC	O
Sentence: 4	callejeras	ADJ	O
Sentence: 4	como	CSUBX	O
Sentence: 4	por	PREP	O
Sentence: 4	intentos	NC	O
Sentence: 4	de	PREP	O
Sentence: 4	suicidio	NC	O
Sentence: 4	.	FS	O

Sentence: 5	Fui	VLfin	O
Sentence: 5	herido	VLadj	O
Sentence: 5	en	PREP	O
Sentence: 5	un	ART	O
Sentence: 5	riña	ADJ	O
Sentence: 5	callejera	ADJ	O
Sentence: 5	entre	PREP	O
Sentence: 5	pandillas	NC	O
Sentence: 5	.	FS	O

Sentence: 6	Me	PPX	O
Sentence: 6	picaron	VLfin	O
Sentence: 6	(	LP	O
Sentence: 6	hirieron	VLfin	O
Sentence: 6	)	RP	O
Sentence: 6	el	ART	O
Sentence: 6	hígado	NC	O
Sentence: 6	y	CC	O
Sentence: 6	el	ART	O
Sentence: 6	pulmón	NC	O
Sentence: 6	;	SEMICOLON	O
Sentence: 6	mi	PPO	O
Sentence: 6	operación	NC	O
Sentence: 6	fue	VSfin	O
Sentence: 6	de	PREP	O
Sentence: 6	19	CARD	B-TIM
Sentence: 6	horas	NC	E-TIM
Sentence: 6	y	CC	O
Sentence: 6	estaba	VEfin	O
Sentence: 6	casi	ADV	O
Sentence: 6	muerto	ADJ	O
Sentence: 6	Pedro	NP	B-PER
Sentence: 6	César	VLinf	I-PER
Sentence: 6	Carrizales	NC	E-PER
Sentence: 6	,	CM	O
Sentence: 6	El	ART	B-PER
Sentence: 6	Mijis	NC	E-PER
Sentence: 6	Esa	DM	O
Sentence: 6	violencia	NC	O
Sentence: 6	recayó	VLfin	O
Sentence: 6	en	PREP	O
Sentence: 6	su	PPO	O
Sentence: 6	hijo	NC	O
Sentence: 6	,	CM	O
Sentence: 6	quien	REL	O
Sentence: 6	también	NC	O
Sentence: 6	sufrió	VLfin	O
Sentence: 6	ataques	NC	O
Sentence: 6	similares	ADJ	O
Sentence: 6	ya	ADV	O
Sentence: 6	que	CQUE	O
Sentence: 6	lo	PPC	O
Sentence: 6	balacearon	VLfin	O
Sentence: 6	y	CC	O
Sentence: 6	lo	PPC	O
Sentence: 6	picaron	VLfin	O
Sentence: 6	por	PREP	O
Sentence: 6	problemas	NC	O
Sentence: 6	y	CC	O
Sentence: 6	rivalidades	NC	O
Sentence: 6	de	PREP	O
Sentence: 6	su	PPO	O
Sentence: 6	padre	NC	O
Sentence: 6	.	FS	O

Sentence: 7	Mi	PPO	O
Sentence: 7	vida	NC	O
Sentence: 7	fue	VSfin	O
Sentence: 7	una	ART	O
Sentence: 7	guerra	NC	O
Sentence: 7	constante	ADJ	O
Sentence: 7	,	CM	O
Sentence: 7	explica	VLfin	O
Sentence: 7	El	ART	B-PER
Sentence: 7	Mijis	NP	E-PER
Sentence: 7	.	FS	O

Sentence: 8	Seguidor	NC	O
Sentence: 8	del	PDEL	O
Sentence: 8	actor	NC	O
Sentence: 8	Juan	NP	B-PER
Sentence: 8	Ferrara	VLfin	I-PER
Sentence: 8	aalvarado	VLadj	E-PER
Sentence: 8	Reconoce	VLfin	O
Sentence: 8	que	CQUE	O
Sentence: 8	tuvo	VLfin	O
Sentence: 8	que	CQUE	O
Sentence: 8	vivir	VLinf	O
Sentence: 8	muchas	QU	O
Sentence: 8	tragedias	NC	O
Sentence: 8	para	CSUBI	O
Sentence: 8	entender	VLinf	O
Sentence: 8	,	CM	O
Sentence: 8	pero	CCAD	O
Sentence: 8	cuando	CSUBX	O
Sentence: 8	fue	VSfin	O
Sentence: 8	niño	VLadj	O
Sentence: 8	no	NEG	O
Sentence: 8	tenía	VLfin	O
Sentence: 8	intenciones	NC	O
Sentence: 8	de	CSUBI	O
Sentence: 8	ser	VSinf	O
Sentence: 8	pandillero	ADJ	O
Sentence: 8	.	FS	O

Sentence: 9	Yo	PPX	O
Sentence: 9	quería	VLfin	O
Sentence: 9	ser	VSinf	O
Sentence: 9	actor	NC	O
Sentence: 9	y	CC	O
Sentence: 9	ser	VSinf	O
Sentence: 9	como	CSUBX	O
Sentence: 9	Juan	NP	B-PER
Sentence: 9	Ferrara	NP	E-PER
Sentence: 9	,	CM	O
Sentence: 9	refiere	VLfin	O
Sentence: 9	.	FS	O

Sentence: 10	Mi	PPO	O
Sentence: 10	vida	NC	O
Sentence: 10	giró	VLfin	O
Sentence: 10	bruscamente	ADV	O
Sentence: 10	por	PREP	O
Sentence: 10	la	ART	O
Sentence: 10	separación	NC	O
Sentence: 10	de	PREP	O
Sentence: 10	mis	PPO	O
Sentence: 10	padres	NC	O
Sentence: 10	,	CM	O
Sentence: 10	pero	CCAD	O
Sentence: 10	yo	PPX	O
Sentence: 10	quería	VLfin	O
Sentence: 10	estudiar	VLinf	O
Sentence: 10	y	CC	O
Sentence: 10	la	ART	O
Sentence: 10	vida	NC	O
Sentence: 10	me	PPX	O
Sentence: 10	llevó	VLfin	O
Sentence: 10	por	PREP	O
Sentence: 10	otro	QU	O
Sentence: 10	lado	NC	O
Sentence: 10	.	FS	O

Sentence: 11	Como	CSUBX	O
Sentence: 11	yo	PPX	O
Sentence: 11	hay	VHfin	O
Sentence: 11	mucha	ADJ	O
Sentence: 11	gente	NC	O
Sentence: 11	que	CQUE	O
Sentence: 11	no	NEG	O
Sentence: 11	tiene	VLfin	O
Sentence: 11	oportunidades	NC	O
Sentence: 11	,	CM	O
Sentence: 11	ni	CCNEG	O
Sentence: 11	existen	VLfin	O
Sentence: 11	políticas	NC	O
Sentence: 11	publicas	VLfin	O
Sentence: 11	ni	CCNEG	O
Sentence: 11	nada	QU	O
Sentence: 11	para	PREP	O
Sentence: 11	ellos	PPX	O
Sentence: 11	,	CM	O
Sentence: 11	señala	NC	O
Sentence: 11	.	FS	O

Sentence: 12	Con	PREP	O
Sentence: 12	tanto	QU	O
Sentence: 12	tiempo	NC	O
Sentence: 12	libre	ADJ	O
Sentence: 12	los	ART	O
Sentence: 12	jóvenes	NC	O
Sentence: 12	se	SE	O
Sentence: 12	van	VLfin	O
Sentence: 12	a	PREP	O
Sentence: 12	la	ART	O
Sentence: 12	calle	NC	O
Sentence: 12	y	CC	O
Sentence: 12	hacen	VLfin	O
Sentence: 12	de	PREP	O
Sentence: 12	la	ART	O
Sentence: 12	banda	NC	O
Sentence: 12	(	LP	O
Sentence: 12	pandilla	NC	O
Sentence: 12	)	RP	O
Sentence: 12	su	PPO	O
Sentence: 12	familia	NC	O
Sentence: 12	.	FS	O

Sentence: 13	En	PREP	O
Sentence: 13	tu	PPO	O
Sentence: 13	casa	NC	O
Sentence: 13	y	CC	O
Sentence: 13	en	PREP	O
Sentence: 13	la	ART	O
Sentence: 13	calle	NC	O
Sentence: 13	haces	NC	O
Sentence: 13	familia	NC	O
Sentence: 13	,	CM	O
Sentence: 13	pero	CCAD	O
Sentence: 13	los	ART	O
Sentence: 13	dos	NC	O
Sentence: 13	te	PPX	O
Sentence: 13	dan	VLfin	O
Sentence: 13	consejos	NC	O
Sentence: 13	totalmente	ADV	O
Sentence: 13	diferentes	ADJ	O
Sentence: 13	,	CM	O
Sentence: 13	cuenta	NC	O
Sentence: 13	.	FS	O

Sentence: 14	Su	PPO	O
Sentence: 14	madre	NC	O
Sentence: 14	murió	VLfin	O
Sentence: 14	cuando	CSUBX	O
Sentence: 14	se	SE	O
Sentence: 14	encontraba	VLfin	O
Sentence: 14	con	PREP	O
Sentence: 14	la	ART	O
Sentence: 14	pandilla	NC	O
Sentence: 14	César	NC	S-PER
Sentence: 14	auxiliaba	VLfin	O
Sentence: 14	en	PREP	O
Sentence: 14	algunas	QU	O
Sentence: 14	ocasiones	NC	O
Sentence: 14	a	PREP	O
Sentence: 14	su	PPO	O
Sentence: 14	madre	NC	O
Sentence: 14	,	CM	O
Sentence: 14	que	CQUE	O
Sentence: 14	tenía	VLfin	O
Sentence: 14	problemas	NC	O
Sentence: 14	renales	NC	O
Sentence: 14	,	CM	O
Sentence: 14	pero	CCAD	O
Sentence: 14	en	PREP	O
Sentence: 14	una	ART	O
Sentence: 14	ocasión	NC	O
Sentence: 14	,	CM	O
Sentence: 14	cuando	CSUBX	O
Sentence: 14	ella	PPX	O
Sentence: 14	estaba	VEfin	O
Sentence: 14	más	NC	O
Sentence: 14	grave	ADJ	O
Sentence: 14	,	CM	O
Sentence: 14	él	NC	O
Sentence: 14	decidió	VLfin	O
Sentence: 14	pasar	VLinf	O
Sentence: 14	el	ART	O
Sentence: 14	día	ADJ	O
Sentence: 14	con	PREP	O
Sentence: 14	la	ART	O
Sentence: 14	banda	NC	O
Sentence: 14	en	PREP	O
Sentence: 14	una	ART	O
Sentence: 14	borrachera	NC	O
Sentence: 14	.	FS	O

Sentence: 15	Al	PAL	O
Sentence: 15	otro	QU	O
Sentence: 15	día	ADJ	O
Sentence: 15	mi	PPO	O
Sentence: 15	mamá	NC	O
Sentence: 15	falleció	VLfin	O
Sentence: 15	y	CC	O
Sentence: 15	ya	ADV	O
Sentence: 15	no	NEG	O
Sentence: 15	me	PPX	O
Sentence: 15	pude	VLfin	O
Sentence: 15	despedir	VLinf	O
Sentence: 15	de	PREP	O
Sentence: 15	ella	PPX	O
Sentence: 15	,	CM	O
Sentence: 15	recuerda	ADJ	O
Sentence: 15	.	FS	O

Sentence: 16	Fue	VSfin	O
Sentence: 16	un	ART	O
Sentence: 16	golpe	NC	O
Sentence: 16	muy	ADV	O
Sentence: 16	duro	ADJ	O
Sentence: 16	y	CC	O
Sentence: 16	ya	ADV	O
Sentence: 16	no	NEG	O
Sentence: 16	quería	VLfin	O
Sentence: 16	vivir	VLinf	O
Sentence: 16	,	CM	O
Sentence: 16	relata	ADJ	O
Sentence: 16	.	FS	O

Sentence: 17	Esa	DM	O
Sentence: 17	pérdida	NC	O
Sentence: 17	provocó	VLfin	O
Sentence: 17	que	CQUE	O
Sentence: 17	cayera	VLfin	O
Sentence: 17	en	PREP	O
Sentence: 17	drogas	VLfin	O
Sentence: 17	y	CC	O
Sentence: 17	una	ART	O
Sentence: 17	profunda	ADJ	O
Sentence: 17	depresión	NC	O
Sentence: 17	que	CQUE	O
Sentence: 17	lo	PPC	O
Sentence: 17	llevó	VLfin	O
Sentence: 17	a	PREP	O
Sentence: 17	varios	QU	O
Sentence: 17	intentos	NC	O
Sentence: 17	de	PREP	O
Sentence: 17	suicidio	NC	O
Sentence: 17	.	FS	O

Sentence: 18	Lo	PPC	O
Sentence: 18	intenté	VLfin	O
Sentence: 18	cinco	CARD	O
Sentence: 18	ocasiones	NC	O
Sentence: 18	pero	CCAD	O
Sentence: 18	no	NEG	O
Sentence: 18	lo	PPC	O
Sentence: 18	logré	VLfin	O
Sentence: 18	,	CM	O
Sentence: 18	hasta	PREP	O
Sentence: 18	que	CQUE	O
Sentence: 18	llegó	VLfin	O
Sentence: 18	un	ART	O
Sentence: 18	cristiano	ADJ	O
Sentence: 18	a	PREP	O
Sentence: 18	sacarme	VCLIinf	O
Sentence: 18	de	PREP	O
Sentence: 18	la	ART	O
Sentence: 18	calle	NC	O
Sentence: 18	,	CM	O
Sentence: 18	apunta	VLfin	O
Sentence: 18	.	FS	O

Sentence: 19	Recibió	VLfin	O
Sentence: 19	ayuda	NC	O
Sentence: 19	y	CC	O
Sentence: 19	tras	PREP	O
Sentence: 19	un	ART	O
Sentence: 19	periodo	NC	O
Sentence: 19	de	PREP	O
Sentence: 19	recuperación	NC	O
Sentence: 19	fue	VLfin	O
Sentence: 19	en	PREP	O
Sentence: 19	busca	VLfin	O
Sentence: 19	de	PREP	O
Sentence: 19	una	ART	O
Sentence: 19	segunda	ORD	O
Sentence: 19	oportunidad	NC	O
Sentence: 19	;	SEMICOLON	O
Sentence: 19	comenzó	VLfin	O
Sentence: 19	ayudar	VLinf	O
Sentence: 19	a	PREP	O
Sentence: 19	otros	QU	O
Sentence: 19	jóvenes	NC	O
Sentence: 19	que	CQUE	O
Sentence: 19	padecían	VLfin	O
Sentence: 19	los	ART	O
Sentence: 19	problemas	NC	O
Sentence: 19	que	CQUE	O
Sentence: 19	había	VLfin	O
Sentence: 19	vivido	VLadj	O
Sentence: 19	y	CC	O
Sentence: 19	ahí	NC	O
Sentence: 19	fue	VSfin	O
Sentence: 19	cuando	CSUBX	O
Sentence: 19	comenzó	VLfin	O
Sentence: 19	su	PPO	O
Sentence: 19	nueva	ADJ	O
Sentence: 19	vida	NC	O
Sentence: 19	.	FS	O

Sentence: 20	Arropado	NC	O
Sentence: 20	por	PREP	O
Sentence: 20	AMLO	NC	S-PER
Sentence: 20	En	PREP	O
Sentence: 20	2002	CARD	S-DAT
Sentence: 20	creó	VLfin	O
Sentence: 20	el	ART	O
Sentence: 20	Movimiento	NC	B-ORG
Sentence: 20	Popular	ADJ	I-ORG
Sentence: 20	Juvenil	ADJ	E-ORG
Sentence: 20	,	CM	O
Sentence: 20	que	CQUE	O
Sentence: 20	él	NC	O
Sentence: 20	dirige	VLfin	O
Sentence: 20	en	PREP	O
Sentence: 20	San	NP	B-GPE
Sentence: 20	Luis	NP	I-GPE
Sentence: 20	Potosí	NP	E-GPE
Sentence: 20	,	CM	O
Sentence: 20	el	ART	O
Sentence: 20	cual	REL	O
Sentence: 20	busca	VLfin	O
Sentence: 20	encauzar	VLinf	O
Sentence: 20	chicos	NC	O
Sentence: 20	en	PREP	O
Sentence: 20	situación	NC	O
Sentence: 20	de	PREP	O
Sentence: 20	calle	NC	O
Sentence: 20	y	CC	O
Sentence: 20	reivindicar	VLinf	O
Sentence: 20	sus	PPO	O
Sentence: 20	derechos	NC	O
Sentence: 20	y	CC	O
Sentence: 20	luchar	VLinf	O
Sentence: 20	contra	PREP	O
Sentence: 20	la	ART	O
Sentence: 20	discriminación	NC	O
Sentence: 20	,	CM	O
Sentence: 20	según	ADV	O
Sentence: 20	una	ART	O
Sentence: 20	ficha	NC	O
Sentence: 20	informativa	ADJ	O
Sentence: 20	en	PREP	O
Sentence: 20	su	PPO	O
Sentence: 20	sitio	NC	O
Sentence: 20	de	PREP	O
Sentence: 20	Facebook	NP	S-ORG
Sentence: 20	.	FS	O

Sentence: 21	Foto	NC	O
Sentence: 21	:	COLON	O
Sentence: 21	Facebook	NP	S-ORG
Sentence: 21	Pedro	NP	B-PER
Sentence: 21	Cesar	NP	I-PER
Sentence: 21	Carrizales	NP	I-PER
Sentence: 21	Becerra	NP	E-PER
Sentence: 21	El	ART	O
Sentence: 21	Movimiento	NC	O
Sentence: 21	,	CM	O
Sentence: 21	integrado	VLadj	O
Sentence: 21	por	PREP	O
Sentence: 21	miembros	NC	O
Sentence: 21	de	PREP	O
Sentence: 21	240	CARD	O
Sentence: 21	pandillas	NC	O
Sentence: 21	del	PDEL	O
Sentence: 21	estado	NC	O
Sentence: 21	,	CM	O
Sentence: 21	es	VSfin	O
Sentence: 21	también	ADV	O
Sentence: 21	llamado	VLadj	O
Sentence: 21	Un	ART	B-ORG
Sentence: 21	grito	NC	I-ORG
Sentence: 21	de	PREP	I-ORG
Sentence: 21	existencia	NC	E-ORG
Sentence: 21	y	CC	O
Sentence: 21	tiene	VLfin	O
Sentence: 21	como	CSUBX	O
Sentence: 21	objetivo	NC	O
Sentence: 21	visibilizar	ADJ	O
Sentence: 21	a	PREP	O
Sentence: 21	los	ART	O
Sentence: 21	jóvenes	NC	O
Sentence: 21	que	CQUE	O
Sentence: 21	padecen	VLfin	O
Sentence: 21	discriminación	ADV	O
Sentence: 21	por	PREP	O
Sentence: 21	su	PPO	O
Sentence: 21	vestimenta	NC	O
Sentence: 21	,	CM	O
Sentence: 21	sus	PPO	O
Sentence: 21	tatuajes	NC	O
Sentence: 21	y	CC	O
Sentence: 21	por	PREP	O
Sentence: 21	las	ART	O
Sentence: 21	zonas	NC	O
Sentence: 21	en	PREP	O
Sentence: 21	donde	ADV	O
Sentence: 21	habitan	VLfin	O
Sentence: 21	.	FS	O

Sentence: 22	Foto	NC	O
Sentence: 22	:	COLON	O
Sentence: 22	Twitter	NP	S-ORG
Sentence: 22	Esa	DM	O
Sentence: 22	labor	NC	O
Sentence: 22	y	CC	O
Sentence: 22	el	ART	O
Sentence: 22	arrastre	NC	O
Sentence: 22	que	CQUE	O
Sentence: 22	tiene	VLfin	O
Sentence: 22	César	VLinf	S-PER
Sentence: 22	entre	PREP	O
Sentence: 22	los	ART	O
Sentence: 22	jóvenes	NC	O
Sentence: 22	provocó	VLfin	O
Sentence: 22	que	CQUE	O
Sentence: 22	varios	QU	O
Sentence: 22	partidos	NC	O
Sentence: 22	políticos	ADJ	O
Sentence: 22	se	SE	O
Sentence: 22	fijaran	VLfin	O
Sentence: 22	en	PREP	O
Sentence: 22	él	NC	O
Sentence: 22	como	ADV	O
Sentence: 22	posible	ADJ	O
Sentence: 22	candidato	ADJ	O
Sentence: 22	.	FS	O

Sentence: 23	A	PREP	O
Sentence: 23	inicios	NC	O
Sentence: 23	de	PREP	O
Sentence: 23	este	DM	O
Sentence: 23	año	NC	O
Sentence: 23	la	ART	O
Sentence: 23	coalición	NC	O
Sentence: 23	Juntos	NC	B-PEX
Sentence: 23	Haremos	ADJ	I-PEX
Sentence: 23	Historia	ADJ	E-PEX
Sentence: 23	,	CM	O
Sentence: 23	encabezada	VLadj	O
Sentence: 23	por	PREP	O
Sentence: 23	el	ART	O
Sentence: 23	Movimiento	NC	B-PEX
Sentence: 23	Regeneración	NP	I-PEX
Sentence: 23	Nacional	ADJ	E-PEX
Sentence: 23	(	LP	O
Sentence: 23	Morena	NP	S-PEX
Sentence: 23	)	RP	O
Sentence: 23	,	CM	O
Sentence: 23	le	PPC	O
Sentence: 23	ofreció	VLfin	O
Sentence: 23	apoyo	NC	O
Sentence: 23	.	FS	O

Sentence: 24	La	ART	O
Sentence: 24	alianza	NC	O
Sentence: 24	que	CQUE	O
Sentence: 24	lidera	VLfin	O
Sentence: 24	el	ART	O
Sentence: 24	futuro	ADJ	B-TIT
Sentence: 24	presidente	NC	I-TIT
Sentence: 24	de	PREP	I-TIT
Sentence: 24	México	NP	E-TIT
Sentence: 24	,	CM	O
Sentence: 24	Andrés	NP	B-PER
Sentence: 24	Manuel	NP	I-PER
Sentence: 24	López	NP	I-PER
Sentence: 24	Obrador	NP	E-PER
Sentence: 24	,	CM	O
Sentence: 24	fue	VSfin	O
Sentence: 24	la	ART	O
Sentence: 24	que	CQUE	O
Sentence: 24	le	PPC	O
Sentence: 24	aseguró	VLfin	O
Sentence: 24	autonomía	ADJ	O
Sentence: 24	en	PREP	O
Sentence: 24	sus	PPO	O
Sentence: 24	decisiones	NC	O
Sentence: 24	.	FS	O

Sentence: 25	Foto	NC	O
Sentence: 25	:	COLON	O
Sentence: 25	Facebook	NP	S-ORG
Sentence: 25	Pedro	NP	B-PER
Sentence: 25	Cesar	NP	I-PER
Sentence: 25	Carrizales	NP	I-PER
Sentence: 25	Becerra	VLfin	E-PER
Sentence: 25	Su	PPO	O
Sentence: 25	trabajo	NC	O
Sentence: 25	y	CC	O
Sentence: 25	el	ART	O
Sentence: 25	impulso	NC	O
Sentence: 25	de	PREP	O
Sentence: 25	López	NC	B-PER
Sentence: 25	Obrador	NC	E-PER
Sentence: 25	lo	PPC	O
Sentence: 25	llevaron	VLfin	O
Sentence: 25	a	PREP	O
Sentence: 25	ganar	VLinf	O
Sentence: 25	en	PREP	O
Sentence: 25	las	ART	O
Sentence: 25	urnas	NC	O
Sentence: 25	.	FS	O

Sentence: 26	Foto	NC	O
Sentence: 26	:	COLON	O
Sentence: 26	Facebook	NP	S-ORG
Sentence: 26	Pedro	NP	B-PER
Sentence: 26	Cesar	NP	I-PER
Sentence: 26	Carrizales	NP	I-PER
Sentence: 26	Becerra	NP	E-PER
Sentence: 26	Un	ART	O
Sentence: 26	ave	NC	O
Sentence: 26	fénix	NC	O
Sentence: 26	tatuada	VLadj	O
Sentence: 26	en	PREP	O
Sentence: 26	el	ART	O
Sentence: 26	pecho	NC	O
Sentence: 26	da	VLfin	O
Sentence: 26	cuenta	NC	O
Sentence: 26	de	PREP	O
Sentence: 26	la	ART	O
Sentence: 26	agitada	VLadj	O
Sentence: 26	y	CC	O
Sentence: 26	peligrosa	ADJ	O
Sentence: 26	vida	NC	O
Sentence: 26	de	PREP	O
Sentence: 26	Pedro	NP	B-PER
Sentence: 26	César	VLinf	I-PER
Sentence: 26	Carrizales	NC	I-PER
Sentence: 26	Becerra	NP	E-PER
Sentence: 26	,	CM	O
Sentence: 26	a	PREP	O
Sentence: 26	quien	REL	O
Sentence: 26	apodan	VLfin	O
Sentence: 26	El	ART	B-PER
Sentence: 26	Mijis	NP	E-PER
Sentence: 26	,	CM	O
Sentence: 26	un	ART	O
Sentence: 26	chavo	NC	O
Sentence: 26	banda	NC	O
Sentence: 26	(	LP	O
Sentence: 26	pandillero	ADJ	O
Sentence: 26	)	RP	O
Sentence: 26	en	PREP	O
Sentence: 26	su	PPO	O
Sentence: 26	juventud	NC	O
Sentence: 26	y	CC	O
Sentence: 26	que	CQUE	O
Sentence: 26	ahora	ADV	O
Sentence: 26	,	CM	O
Sentence: 26	a	PREP	O
Sentence: 26	los	ART	O
Sentence: 26	39	CARD	B-AGE
Sentence: 26	años	NC	E-AGE
Sentence: 26	,	CM	O
Sentence: 26	será	VLfin	O
Sentence: 26	diputado	VLadj	S-TIT
Sentence: 26	en	PREP	O
Sentence: 26	el	ART	O
Sentence: 26	Congreso	NC	B-ORG
