Sentence #	Word	Pos	Tag
Sentence 5	2015	CARD	S-DAT
Sentence 5	y	CC	O
Sentence 5	la	ART	O
Sentence 5	generosa	ADJ	O
Sentence 5	prensa	NC	O
Sentence 5	que	CQUE	O
Sentence 5	se	SE	O
Sentence 5	ganó	VLfin	O
Sentence 5	durante	PREP	O
Sentence 5	el	ART	O
Sentence 5	desempeño	NC	O
Sentence 5	de	PREP	O
Sentence 5	su	PPO	O
Sentence 5	labor	NC	O
Sentence 5	legislativa	ADJ	O
Sentence 5	.	FS	O

Sentence 6	notas	NC	O
Sentence 6	relacionadas	VLadj	O
Sentence 6	Valle	NP	B-ADD
Sentence 6	de	PREP	I-ADD
Sentence 6	Juárez	NP	I-ADD
Sentence 6	No	NEG	I-ADD
Sentence 6	.	FS	I-ADD
Sentence 6	6689	CODE	E-ADD
Sentence 6	,	CM	O
Sentence 6	Col.	NC	B-ADD
Sentence 6	San	FS	I-ADD
Sentence 6	Lorenzo	NP	I-ADD
Sentence 6	.	NP	I-ADD
Sentence 6	C.P	FS	I-ADD
Sentence 6	.	ACRNM	I-ADD
Sentence 6	32320	FS	E-ADD
Sentence 6	Ciudad	CODE	B-GPE
Sentence 6	Juárez	NC	E-GPE
Sentence 6	,	NP	O
Sentence 6	Chih	CM	S-GPE
Sentence 6	.	NP	O

Sentence 7	Oposición	NC	O
Sentence 7	inteligente	ADJ	O
Sentence 7	y	CC	O
Sentence 7	firme	ADJ	O
Sentence 7	Este	DM	O
Sentence 7	miércoles	NC	S-DAT
Sentence 7	después	ADV	O
Sentence 7	de	PREP	O
Sentence 7	una	ART	O
Sentence 7	reunión	NC	O
Sentence 7	a	PREP	O
Sentence 7	puerta	NC	O
Sentence 7	cerrada	ADJ	O
Sentence 7	,	CM	O
Sentence 7	las	ART	O
Sentence 7	diferentes	ADJ	O
Sentence 7	corrientes	NC	O
Sentence 7	políticas	ADJ	O
Sentence 7	del	PDEL	O
Sentence 7	PRD	NC	S-PEX
Sentence 7	aprobaron	VLfin	O
Sentence 7	que	CQUE	O
Sentence 7	ese	DM	O
Sentence 7	instituto	NC	O
Sentence 7	político	ADJ	O
Sentence 7	será	VLfin	O
Sentence 7	una	ART	O
Sentence 7	Hay	VHfin	O
Sentence 7	diferentes	ADJ	O
Sentence 7	posiciones	NC	O
Sentence 7	hay	VHfin	O
Sentence 7	quienes	REL	O
Sentence 7	plantean	VLfin	O
Sentence 7	que	CQUE	O
Sentence 7	el	ART	O
Sentence 7	PRD	NC	S-PEX
Sentence 7	sea	VSfin	O
Sentence 7	una	ART	O
Sentence 7	oposición	NC	O
Sentence 7	responsable	ADJ	O
Sentence 7	y	CC	O
Sentence 7	hay	VHfin	O
Sentence 7	quienes	REL	O
Sentence 7	pensamos	VLfin	O
Sentence 7	que	CQUE	O
Sentence 7	no	NEG	O
Sentence 7	debemos	VLfin	O
Sentence 7	de	PREP	O
Sentence 7	plantearnos	VCLIinf	O
Sentence 7	como	CSUBX	O
Sentence 7	oposición	NC	O
Sentence 7	sino	CCAD	O
Sentence 7	realmente	ADV	O
Sentence 7	desde	PREP	O
Sentence 7	un	ART	O
Sentence 7	papel	NC	O
Sentence 7	de	CSUBI	O
Sentence 7	contribuir	VLinf	O
Sentence 7	al	PAL	O
Sentence 7	cambio	NC	O
Sentence 7	democrático	ADJ	O
Sentence 7	del	PDEL	O
Sentence 7	país	NC	O
Sentence 7	en	PREP	O
Sentence 7	lo	ART	O
Sentence 7	general	ADJ	O
Sentence 7	y	CC	O
Sentence 7	en	PREP	O
Sentence 7	la	ART	O
Sentence 7	redacción	NC	O
Sentence 7	del	PDEL	O
Sentence 7	documento	NC	O
Sentence 7	se	SE	O
Sentence 7	aprobó	VLfin	O
Sentence 7	que	CQUE	O
Sentence 7	seamos	VSfin	O
Sentence 7	una	ART	O
Sentence 7	oposición	NC	O
Sentence 7	responsable	ADJ	O
Sentence 7	,	CM	O
Sentence 7	dijo	VLfin	O
Sentence 7	Vladimir	NP	B-PER
Sentence 7	Aguilar	NP	I-PER
Sentence 7	García	NP	E-PER
Sentence 7	,	CM	O
Sentence 7	coordinador	NC	B-TIT
Sentence 7	nacional	ADJ	E-TIT
Sentence 7	de	PREP	O
Sentence 7	la	ART	O
Sentence 7	corriente	NC	O
Sentence 7	interna	ADJ	O
Sentence 7	Foro	NC	B-PEX
Sentence 7	Nuevo	ADJ	I-PEX
Sentence 7	Sol	NC	E-PEX
Sentence 7	.	FS	O

Sentence 8	Todo	QU	O
Sentence 8	lo	ART	O
Sentence 8	que	CQUE	O
Sentence 8	tiene	VLfin	O
Sentence 8	que	CQUE	O
Sentence 8	ver	VLinf	O
Sentence 8	con	PREP	O
Sentence 8	la	ART	O
Sentence 8	visita	VLfin	O
Sentence 8	,	CM	O
Sentence 8	lo	PPC	O
Sentence 8	está	VLfin	O
Sentence 8	viendo	VLger	O
Sentence 8	Marcelo	NP	B-PER
Sentence 8	Ebrard	ADJ	E-PER
Sentence 8	,	CM	O
Sentence 8	refrendó	VLfin	O
Sentence 8	Durazo	NC	S-PER
Sentence 8	.	FS	O

Sentence 9	México	NP	S-GPE
Sentence 9	Tel	NP	O
Sentence 9	.	FS	O

Sentence 10	También	NP	O
Sentence 10	puedes	VLfin	O
Sentence 10	leer	VLinf	O
Sentence 10	:	COLON	O
Sentence 10	Horacio	NP	B-PER
Sentence 10	Duarte	NC	E-PER
Sentence 10	,	CM	O
Sentence 10	representante	NC	B-TIT
Sentence 10	de	PREP	I-TIT
Sentence 10	Morena	NC	I-TIT
Sentence 10	ante	PREP	I-TIT
Sentence 10	el	ART	I-TIT
Sentence 10	INE	NC	E-TIT
Sentence 10	,	CM	O
Sentence 10	se	SE	O
Sentence 10	perfila	VLfin	O
Sentence 10	como	CSUBX	O
Sentence 10	Subsecretario	NC	B-TIT
Sentence 10	del	PDEL	I-TIT
Sentence 10	Trabajo	NC	E-TIT
Sentence 10	,	CM	O
Sentence 10	de	PREP	O
Sentence 10	acuerdo	NC	O
Sentence 10	con	PREP	O
Sentence 10	fuentes	NC	O
Sentence 10	del	PDEL	O
Sentence 10	partido	NC	O
Sentence 10	.	FS	O

Sentence 11	“	NC	O
Sentence 11	Estaré	NP	O
Sentence 11	en	PREP	O
Sentence 11	la	ART	O
Sentence 11	Conago	NC	S-ORG
Sentence 11	;	SEMICOLON	O
Sentence 11	sólo	NC	O
Sentence 11	está	NC	O
Sentence 11	provisto	VLadj	O
Sentence 11	la	ART	O
Sentence 11	intervención	NC	O
Sentence 11	del	PDEL	O
Sentence 11	presidente	NC	S-TIT
Sentence 11	de	PREP	O
Sentence 11	este	DM	O
Sentence 11	organismo	NC	O
Sentence 11	,	CM	O
Sentence 11	el	ART	O
Sentence 11	gobernador	NC	B-TIT
Sentence 11	de	PREP	I-TIT
Sentence 11	Chiapas	NP	E-TIT
Sentence 11	Manuel	NP	B-PER
Sentence 11	Velasco	NP	I-PER
Sentence 11	Coello	NC	E-PER
Sentence 11	;	SEMICOLON	O
Sentence 11	una	ART	O
Sentence 11	intervención	NC	O
Sentence 11	del	PDEL	O
Sentence 11	virtual	ADJ	B-TIT
Sentence 11	presidente	NC	I-TIT
Sentence 11	electo	ADJ	E-TIT
Sentence 11	,	CM	O
Sentence 11	porque	CSUBX	O
Sentence 11	todavía	ADJ	O
Sentence 11	no	NEG	O
Sentence 11	se	SE	O
Sentence 11	le	PPC	O
Sentence 11	ha	VHfin	O
Sentence 11	dado	VLadj	O
Sentence 11	constancia	NC	O
Sentence 11	como	ADV	O
Sentence 11	mayoría	ADJ	O
Sentence 11	y	CC	O
Sentence 11	declaratoria	NC	O
Sentence 11	de	PREP	O
Sentence 11	presidente	NC	B-TIT
Sentence 11	electo	ADJ	E-TIT
Sentence 11	,	CM	O
Sentence 11	y	CC	O
Sentence 11	un	ART	O
Sentence 11	diálogo	NC	O
Sentence 11	interactivo	ADJ	O
Sentence 11	de	PREP	O
Sentence 11	lo	ART	O
Sentence 11	que	CQUE	O
Sentence 11	vaya	VLfin	O
Sentence 11	surgiendo	VLger	O
Sentence 11	de	PREP	O
Sentence 11	las	ART	O
Sentence 11	propias	ADJ	O
Sentence 11	intervenciones	NC	O
Sentence 11	”	NC	O
Sentence 11	.	FS	O

Sentence 12	Asimismo	ADV	O
Sentence 12	,	CM	O
Sentence 12	Solano	NP	S-PER
Sentence 12	reveló	VLfin	O
Sentence 12	que	CQUE	O
Sentence 12	hasta	PREP	O
Sentence 12	el	ART	O
Sentence 12	momento	NC	O
Sentence 12	,	CM	O
Sentence 12	Javier	NP	B-PER
Sentence 12	González	NP	I-PER
Sentence 12	Mocken	NP	E-PER
Sentence 12	mantiene	VLfin	O
Sentence 12	una	ART	O
Sentence 12	“	NC	O
Sentence 12	ventaja	NC	O
Sentence 12	considerable	ADJ	O
Sentence 12	sobre	PREP	O
Sentence 12	Cabada	NC	S-PER
Sentence 12	”	NC	O
Sentence 12	.	FS	O

Sentence 13	Con	PREP	O
Sentence 13	respecto	NC	O
Sentence 13	a	PREP	O
Sentence 13	la	ART	O
Sentence 13	anulación	NC	O
Sentence 13	de	PREP	O
Sentence 13	la	ART	O
Sentence 13	elección	NC	O
Sentence 13	,	CM	O
Sentence 13	señala	VLfin	O
Sentence 13	que	CQUE	O
Sentence 13	se	SE	O
Sentence 13	trata	VLfin	O
Sentence 13	de	PREP	O
Sentence 13	un	ART	O
Sentence 13	escenario	NC	O
Sentence 13	posible	ADJ	O
Sentence 13	que	CQUE	O
Sentence 13	dependerá	VLfin	O
Sentence 13	de	PREP	O
Sentence 13	las	ART	O
Sentence 13	cantidades	NC	O
Sentence 13	y	CC	O
Sentence 13	cualidades	NC	O
Sentence 13	de	PREP	O
Sentence 13	las	ART	O
Sentence 13	irregularidades	NC	O
Sentence 13	presentadas	VLadj	O
Sentence 13	ante	PREP	O
Sentence 13	los	ART	O
Sentence 13	tribunales	NP	O
Sentence 13	,	CM	O
Sentence 13	lo	ART	O
Sentence 13	cual	REL	O
Sentence 13	los	ART	O
Sentence 13	jueces	NC	O
Sentence 13	evaluarán	VLfin	O
Sentence 13	también	ADV	O
Sentence 13	para	CSUBI	O
Sentence 13	tomar	VLinf	O
Sentence 13	una	ART	O
Sentence 13	decisión	NC	O
Sentence 13	si	CSUBX	O
Sentence 13	el	ART	O
Sentence 13	margen	NC	O
Sentence 13	o	CC	O
Sentence 13	diferencia	NC	O
Sentence 13	entre	PREP	O
Sentence 13	el	ART	O
Sentence 13	ganador	NC	O
Sentence 13	y	CC	O
Sentence 13	el	ART	O
Sentence 13	perdedor	NC	O
Sentence 13	es	VSfin	O
Sentence 13	escasa	ADJ	O
Sentence 13	.	FS	O

Sentence 14	Directo	ADJ	O
Sentence 14	,	CM	O
Sentence 14	señaló	VLfin	O
Sentence 14	:	COLON	O
Sentence 14	quedó	VLfin	O
Sentence 14	claro	ADJ	O
Sentence 14	que	CQUE	O
Sentence 14	está	VLfin	O
Sentence 14	por	PREP	O
Sentence 14	terminar	VLinf	O
Sentence 14	el	ART	O
Sentence 14	proceso	NC	O
Sentence 14	electoral	ADJ	O
Sentence 14	y	CC	O
Sentence 14	una	ART	O
Sentence 14	cosa	NC	O
Sentence 14	son	VSfin	O
Sentence 14	los	ART	O
Sentence 14	partidos	NC	O
Sentence 14	y	CC	O
Sentence 14	otra	QU	O
Sentence 14	gobernar	VLinf	O
Sentence 14	.	FS	O

Sentence 15	González	NP	B-PER
Sentence 15	Hinojosa	NP	E-PER
Sentence 15	resultó	VLfin	O
Sentence 15	triunfador	NC	O
Sentence 15	en	PREP	O
Sentence 15	la	ART	O
Sentence 15	elección	NC	O
Sentence 15	del	PDEL	O
Sentence 15	pasado	VLadj	O
Sentence 15	domingo	NC	B-DAT
Sentence 15	1	CARD	I-DAT
Sentence 15	de	PREP	I-DAT
Sentence 15	julio	NC	E-DAT
Sentence 15	y	CC	O
Sentence 15	alcanzó	VLfin	O
Sentence 15	la	ART	O
Sentence 15	reelección	NC	O
Sentence 15	para	PREP	O
Sentence 15	la	ART	O
Sentence 15	alcaldía	ADJ	O
Sentence 15	bajo	PREP	O
Sentence 15	las	ART	O
Sentence 15	siglas	NC	O
Sentence 15	del	PDEL	O
Sentence 15	Partido	NC	B-PEX
Sentence 15	Acción	NC	I-PEX
Sentence 15	Nacional	NP	E-PEX
Sentence 15	,	CM	O
Sentence 15	recibiendo	VLger	O
Sentence 15	la	ART	O
Sentence 15	constancia	NC	O
Sentence 15	de	PREP	O
Sentence 15	mayoría	ADJ	O
Sentence 15	el	ART	O
Sentence 15	pasado	VLadj	O
Sentence 15	martes	NC	B-DAT
Sentence 15	3	CARD	I-DAT
Sentence 15	de	PREP	I-DAT
Sentence 15	julio	NC	E-DAT
Sentence 15	.	FS	O

Sentence 16	La	ART	O
Sentence 16	dirigencia	NC	O
Sentence 16	nacional	ADJ	O
Sentence 16	del	PDEL	O
Sentence 16	PRD	NC	S-PEX
Sentence 16	ofreció	VLfin	O
Sentence 16	respaldo	NC	O
Sentence 16	al	PAL	O
Sentence 16	nuevo	ADJ	O
Sentence 16	gobierno	NC	O
Sentence 16	de	PREP	O
Sentence 16	Andrés	NC	B-PER
Sentence 16	Manuel	NP	I-PER
Sentence 16	López	NP	I-PER
Sentence 16	Obrador	NC	E-PER
Sentence 16	en	PREP	O
Sentence 16	donde	ADV	O
Sentence 16	haya	VHfin	O
Sentence 16	coincidencias	NC	O
Sentence 16	,	CM	O
Sentence 16	pero	CCAD	O
Sentence 16	también	ADV	O
Sentence 16	una	ART	O
Sentence 16	crítica	NC	O
Sentence 16	propositiva	ADJ	O
Sentence 16	.	FS	O

Sentence 17	Todos	QU	O
Sentence 17	los	ART	O
Sentence 17	derechos	NC	O
Sentence 17	reservados	VLadj	O
Sentence 17	.	FS	O

Sentence 18	MEX	NC	S-GPE
Sentence 18	.	FS	O

Sentence 19	Se	SE	O
Sentence 19	convirtió	VLfin	O
Sentence 19	así	VLfin	O
Sentence 19	nuestro	PPO	O
Sentence 19	líder	NC	O
Sentence 19	‘	NC	O
Sentence 19	choco	NC	B-DEM
Sentence 19	jarocho	VLfin	E-DEM
Sentence 19	’	NC	O
Sentence 19	en	PREP	O
Sentence 19	el	ART	O
Sentence 19	mejor	ADJ	O
Sentence 19	termómetro	NC	O
Sentence 19	de	PREP	O
Sentence 19	los	ART	O
Sentence 19	resultados	NC	O
Sentence 19	.	FS	O

Sentence 20	Modificar	VLinf	O
Sentence 20	o	CC	O
Sentence 20	revocar	VLinf	O
Sentence 20	leyes	NC	O
Sentence 20	de	PREP	O
Sentence 20	la	ART	O
Sentence 20	llamada	NC	O
Sentence 20	Reforma	NC	B-DOC
Sentence 20	Educativa	ADJ	E-DOC
Sentence 20	,	CM	O
Sentence 20	en	PREP	O
Sentence 20	coordinación	NC	O
Sentence 20	con	PREP	O
Sentence 20	el	ART	O
Sentence 20	secretario	NC	O
Sentence 20	de	PREP	O
Sentence 20	Educación	NP	B-ORG
Sentence 20	Pública	NP	E-ORG
Sentence 20	.	FS	O

Sentence 21	TEPJF	NC	S-ORG
Sentence 21	(	LP	O
Sentence 21	@	SYM	O
Sentence 21	TEPJF	NC	S-ADD
Sentence 21	informa	VLfin	O
Sentence 21	)	RP	O
Sentence 21	Desechan	VLfin	O
Sentence 21	acusación	ADV	O
Sentence 21	contra	PREP	O
Sentence 21	Samuel	NP	B-PER
Sentence 21	García	NP	E-PER
Sentence 21	Los	ART	O
Sentence 21	magistrados	NC	O
Sentence 21	de	PREP	O
Sentence 21	la	ART	O
Sentence 21	Sala	NP	B-ORG
Sentence 21	Superior	NC	E-ORG
Sentence 21	también	ADV	O
Sentence 21	consideraron	VLfin	O
Sentence 21	inexistente	ADJ	O
Sentence 21	las	ART	O
Sentence 21	acusaciones	NC	O
Sentence 21	de	PREP	O
Sentence 21	Javier	NP	B-PER
Sentence 21	Nañez	NP	I-PER
Sentence 21	Pro	VLfin	E-PER
Sentence 21	,	CM	O
Sentence 21	candidato	ADJ	B-TIT
Sentence 21	suplente	ADJ	E-TIT
Sentence 21	al	PAL	O
Sentence 21	Senado	NC	S-ORG
Sentence 21	de	PREP	O
Sentence 21	Nuevo	ADJ	B-GPE
Sentence 21	León	NC	E-GPE
Sentence 21	,	CM	O
Sentence 21	en	PREP	O
Sentence 21	contra	PREP	O
Sentence 21	de	PREP	O
Sentence 21	Samuel	NP	B-PER
Sentence 21	García	NP	E-PER
Sentence 21	,	CM	O
Sentence 21	candidato	ADJ	B-TIT
Sentence 21	propietario	NC	E-TIT
Sentence 21	a	PREP	O
Sentence 21	la	ART	O
Sentence 21	Cámara	NC	O
Sentence 21	alta	ADJ	O
Sentence 21	por	PREP	O
Sentence 21	Movimiento	NC	B-PEX
Sentence 21	Ciudadano	NC	E-PEX
Sentence 21	.	FS	O

Sentence 22	Pueden	VMfin	O
Sentence 22	ser	VSinf	O
Sentence 22	que	CQUE	O
Sentence 22	existan	VLfin	O
Sentence 22	otros	QU	O
Sentence 22	,	CM	O
Sentence 22	pero	CCAD	O
Sentence 22	ahora	ADV	O
Sentence 22	esto	DM	O
Sentence 22	es	VSfin	O
Sentence 22	lo	ART	O
Sentence 22	fundamental	ADJ	O
Sentence 22	,	CM	O
Sentence 22	lo	ART	O
Sentence 22	prioritario	ADJ	O
Sentence 22	”	NC	O
Sentence 22	.	FS	O

Sentence 23	¿Iniciativa	NC	O
Sentence 23	del	ADJ	O
Sentence 23	Gobierno	PDEL	B-ORG
Sentence 23	Federal	NC	E-ORG
Sentence 23	sobre	ADJ	O
Sentence 23	acabar	PREP	O
Sentence 23	y	VLinf	O
Sentence 23	combatir	CC	O
Sentence 23	corrupción	VLinf	O
Sentence 23	?	NC	O

Sentence 24	Andrés	NP	B-PER
Sentence 24	Manuel	NP	I-PER
Sentence 24	López	NP	I-PER
Sentence 24	Obrador	NP	E-PER
Sentence 24	.	FS	O

Sentence 25	Una	ART	O
Sentence 25	situación	NC	O
Sentence 25	que	CQUE	O
Sentence 25	fue	VSfin	O
Sentence 25	señalada	VLadj	O
Sentence 25	desde	PREP	O
Sentence 25	el	ART	O
Sentence 25	miércoles	NC	S-DAT
Sentence 25	por	PREP	O
Sentence 25	Sixto	NP	B-PER
Sentence 25	Neyra	NP	E-PER
Sentence 25	,	CM	O
Sentence 25	otro	QU	O
Sentence 25	de	PREP	O
Sentence 25	los	ART	O
Sentence 25	abogados	NC	O
Sentence 25	que	CQUE	O
Sentence 25	forma	VLfin	O
Sentence 25	parte	NC	O
Sentence 25	del	PDEL	O
Sentence 25	equipo	NC	O
Sentence 25	independiente	ADJ	O
Sentence 25	.	FS	O

Sentence 26	‘	NC	O
Sentence 26	Cuando	CSUBX	O
Sentence 26	el	ART	O
Sentence 26	pueblo	NC	O
Sentence 26	dice	VLfin	O
Sentence 26	que	CQUE	O
Sentence 26	es	VSfin	O
Sentence 26	de	PREP	O
Sentence 26	noche	NC	S-TIM
Sentence 26	,	CM	O
Sentence 26	aunque	CSUBX	O
Sentence 26	sea	VSfin	O
Sentence 26	al	PAL	O
Sentence 26	mediodía	ADJ	S-TIM
Sentence 26	hay	VHfin	O
Sentence 26	que	CQUE	O
Sentence 26	prender	VLinf	O
Sentence 26	los	ART	O
Sentence 26	faroles	NC	O
Sentence 26	’	NC	O
Sentence 26	.	FS	O

Sentence 27	La	ART	O
Sentence 27	activista	NC	S-TIT
Sentence 27	Gabriela	NP	B-PER
Sentence 27	Linares	NP	I-PER
Sentence 27	Sosa	NP	E-PER
